Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2020-10-01T05:07:04+00:00,51.51768,-0.078484,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-01 05:07:04+00:00
Person search,2020-10-01T08:19:50+00:00,51.51768,-0.078484,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-01 08:19:50+00:00
Person search,2020-10-02T07:35:19+00:00,51.512598,-0.084967,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-10-02 07:35:19+00:00
Person and Vehicle search,2020-10-02T08:47:43+00:00,51.510795,-0.077578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2020-10-02 08:47:43+00:00
Person search,2020-10-02T09:12:33+00:00,51.513377,-0.096363,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2020-10-02 09:12:33+00:00
Person search,2020-10-03T00:05:49+00:00,51.516032,-0.104281,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-03 00:05:49+00:00
Person and Vehicle search,2020-10-03T00:33:17+00:00,51.512678,-0.079444,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-10-03 00:33:17+00:00
Person and Vehicle search,2020-10-03T02:10:17+00:00,51.516347,-0.104887,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-03 02:10:17+00:00
Person search,2020-10-03T02:53:07+00:00,51.517041,-0.118955,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-03 02:53:07+00:00
Person and Vehicle search,2020-10-03T06:53:52+00:00,51.516347,-0.104887,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-10-03 06:53:52+00:00
Person search,2020-10-03T07:28:23+00:00,51.517244,-0.080376,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2020-10-03 07:28:23+00:00
Person and Vehicle search,2020-10-03T08:20:26+00:00,51.51265,-0.101452,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-10-03 08:20:26+00:00
Person and Vehicle search,2020-10-04T00:12:42+00:00,51.513734,-0.120158,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 00:12:42+00:00
Person search,2020-10-04T00:20:14+00:00,51.507321,-0.124601,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 00:20:14+00:00
Person search,2020-10-04T00:31:26+00:00,51.513101,-0.117719,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 00:31:26+00:00
Person and Vehicle search,2020-10-04T02:17:13+00:00,51.516347,-0.104887,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 02:17:13+00:00
Person and Vehicle search,2020-10-04T03:16:58+00:00,51.517238,-0.120575,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 03:16:58+00:00
Person search,2020-10-04T04:14:43+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,True,2020-10-04 04:14:43+00:00
Person search,2020-10-04T05:51:24+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-10-04 05:51:24+00:00
Person and Vehicle search,2020-10-04T06:12:10+00:00,51.505797,-0.105311,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 06:12:10+00:00
Person and Vehicle search,2020-10-04T06:12:31+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2020-10-04 06:12:31+00:00
Person search,2020-10-04T11:30:46+00:00,51.513203,-0.044833,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-04 11:30:46+00:00
Person search,2020-10-04T11:33:50+00:00,51.513389,-0.080034,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-10-04 11:33:50+00:00
Person search,2020-10-06T02:17:12+00:00,51.517678,-0.107672,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-10-06 02:17:12+00:00
Person search,2020-10-06T09:06:15+00:00,51.516347,-0.104887,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-06 09:06:15+00:00
Person search,2020-10-07T00:18:32+00:00,51.513928,-0.108231,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-10-07 00:18:32+00:00
Person and Vehicle search,2020-10-07T02:35:00+00:00,51.516347,-0.104887,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2020-10-07 02:35:00+00:00
Person search,2020-10-07T04:20:50+00:00,51.514203,-0.094628,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2020-10-07 04:20:50+00:00
Person search,2020-10-07T05:22:44+00:00,51.517244,-0.080376,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-10-07 05:22:44+00:00
Person search,2020-10-07T07:49:37+00:00,51.517482,-0.066385,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2020-10-07 07:49:37+00:00
Person search,2020-10-07T09:58:13+00:00,51.517244,-0.080376,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2020-10-07 09:58:13+00:00
