Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person search,2016-10-01T00:00:00+00:00,51.474798,-0.027223,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:00:00+00:00
Person search,2016-10-01T00:00:00+00:00,51.540592,-0.144316,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2016-10-01 00:00:00+00:00
Person search,2016-10-01T00:05:00+00:00,51.493521,-0.100216,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:05:00+00:00
Person search,2016-10-01T00:05:00+00:00,51.540592,-0.144316,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:05:00+00:00
Person search,2016-10-01T00:10:00+00:00,51.678693,-0.02928,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:10:00+00:00
Person search,2016-10-01T00:10:00+00:00,51.540592,-0.144316,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,,,2016-10-01 00:10:00+00:00
Person search,2016-10-01T00:14:00+00:00,51.474798,-0.027223,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:14:00+00:00
Person search,2016-10-01T00:15:00+00:00,51.678693,-0.02928,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,2016-10-01 00:15:00+00:00
Person and Vehicle search,2016-10-01T00:15:00+00:00,51.461931,-0.129355,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,,2016-10-01 00:15:00+00:00
Person search,2016-10-01T00:17:00+00:00,51.48453,-0.097018,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,2016-10-01 00:17:00+00:00
